"","RESPNO","URBRUR","REGION","EA_SVC_A","EA_SVC_B","EA_SVC_C","EA_SVC_D","EA_FAC_A","EA_FAC_B","EA_FAC_C","EA_FAC_D","EA_FAC_E","EA_SEC_A","EA_SEC_B","EA_SEC_C","EA_SEC_D","EA_SEC_E","EA_ROAD","NOCALL_1","NOCALL_2","NOCALL_3","NOCALL_4","NOCALL_5","NOCALL_6","NOCALL_7","PREVINT","THISINT","ADULT_CT","CALLS","DATEINTR","STRTIME","Q1","Q2","Q2OTHER","Q3A","Q3B","Q4","Q5A","Q5B","Q6A","Q6B","Q7","Q8A","Q8B","Q8C","Q8D","Q8E","Q9A","Q9B","Q10A","Q10B","Q10C","Q11","Q11OTHER","Q12","Q12OTHER","Q13A","Q13B","Q13C","Q13D","Q14","Q15","Q16","Q17A","Q17B","Q17C","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25A","Q25B","Q26A","Q26B","Q26C","Q26D","Q26E","Q27","Q28","Q29A","Q29B","Q29C","Q30A","Q30B","Q30C","Q30D","Q31A","Q31B","Q31C","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42","Q43","Q44","Q45","Q46A","Q46B","Q46C","Q46D","Q47A","Q47B","Q47C","Q47D","Q47E","Q48A","Q48B","Q48C","Q49","Q50","Q51","Q52A","Q52B","Q52C","Q52D","Q52E","Q53","Q54","Q55","Q56A","Q56B","Q56C","Q56D","Q56E","Q56F","Q56G","Q56H","Q56I","Q57","Q58","Q59A","Q59A1_KEN","Q59A2_KEN","Q59B","Q59C","Q59D","Q59E","Q59F","Q59F1_KEN","Q59F2_KEN","Q59G","Q59H","Q59I","Q59J","Q59K_KEN","Q59L_KEN","Q60A","Q60A1_KEN","Q60B","Q60C","Q60D","Q60E","Q60F","Q60G","Q61A","Q61B","Q61C","Q61D","Q61E","Q61F","Q62A","Q62B","Q63PT1","Q63PT1OTHER","Q63PT2","Q63PT2OTHER","Q63PT3","Q63PT3OTHER","Q64","Q65A","Q65B","Q65C","Q65D","Q65E","Q65F","Q65G","Q65H","Q65I","Q65J","Q65K","Q65L","Q65M","Q65N","Q65O","Q65P","Q65Q_KEN","Q65R_KEN","Q66A","Q66B","Q66C","Q66D","Q66E","Q67A","Q67B","Q67C","Q67D","Q67E","Q68A","Q68B","Q68C","Q68D","Q68E","Q68F","Q69A","Q69B","Q69C","Q69D","Q69E","Q69F","Q70A","Q70B","Q70C","Q71A","Q71A1_KEN","Q71B","Q71C","Q72A","Q72B","Q72C","Q72C1_KEN","Q73A","Q73B","Q73C","Q73D","Q73E","Q74","Q75A","Q75B","Q75C","Q76A","Q76B","Q77","Q77OTHER","Q78","Q79A_KEN","Q79A_KEN_OTHER","Q79B_KEN","Q79B_KEN_OTHER","Q80A_KEN","Q80B_KEN","Q80C_KEN","Q81AA_KEN","Q81AB_KEN","Q81AC_KEN","Q81AD_KEN","Q81AE_KEN","Q81B_KEN","Q81C_KEN","Q82A_KEN","Q82B_KEN","Q82C_KEN","Q82D_KEN","Q82E_KEN","Q82F_KEN","Q82G_KEN","Q82H_KEN","Q82I_KEN","Q82J_KEN","Q82K_KEN","Q82L_KEN","Q82M_KEN","Q82N_KEN","Q82O_KEN","Q83AA_KEN","Q83AB_KEN","Q83AC_KEN","Q83AD_KEN","Q83AE_KEN","Q83AF_KEN","Q83B_KEN","Q84","Q84OTHER","Q85A","Q85B","Q85C","Q86A","Q86B","Q86C","Q86D","Q86E","Q86F","Q87","Q88A","Q88B","Q88C","Q88D_KEN","Q88E_KEN","Q89A","Q89B","Q89BOTHER","Q90A","Q90B","Q90C","Q91A","Q91B","Q92","Q93A","Q93B","Q93C","Q94","Q95A","Q95B","Q96","Q97","Q98A","Q98AOTHER","Q98B","Q99","Q99OTHER","Q100","ENDTIME","LENGTH","Q101","Q102","Q102OTHER","Q103","Q103OTHER","Q104","Q105","Q106","Q107A","Q107B","Q107C","Q107D","Q107E","Q108","Q110A","Q110B","Q110C","Q110D","Q110E","Q110F","Q112","Q113","Q114","Q115","Q116","Q116OTHER","Q117","withinwt"
"2016","KEN2016",2,303,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,1,1,2011-11-18,63000,40,305,"",1,1,3,1,1,9,9,9,2,0,0,0,3,0,0,0,0,7,0,"",1,"",0,0,0,0,0,0,9,4,4,4,4,4,1,4,4,1,5,0,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,1,1,3,3,2,3,2,2,2,2,3,2,9,9,2,3,99,99,99,99,99,99,99,99,99,9,9,9,2,2,1,0,0,0,0,0,1,0,0,1,1,1,1,1,3,0,1,1,2,2,1,9,9,9,9,2,2,2,2,1,1,0,1,2,2,1,1,2,2,2,2,2,2,2,7,7,7,7,7,0,0,0,1,"",8,"",24,"",1,1,1,1,1,1,1,1,3,3,2,1,3,2,3,3,2,2,2,3,3,3,4,9,2,2,2,4,4,1,1,0,0,2,1,1,2,0,0,2,0,0,0,0,3,3,3,3,0,2,1,1,9,9,9,7,7,0,9,9,9,1,1,0,"",2,0,"",1,"",0,7,2,4,4,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,9,2,1,1,305,"",0,1,4,1,1,1,1,1,1,0,2,2,2,2,2,1,9999,"",0,0,0,0,0,0,0,0,0,0,3,2,2,2,16,"",4,9999,"",1,66420,57,2,1,"",4,"",5,1,1,0,0,0,0,0,0,1,2,1,2,2,1,"KEN05",41,1,1,305,"",8,2.0718144
"2017","KEN2017",2,303,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,2,1,1,1,2011-11-17,47220,47,305,"",1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,7,3,"",3,"",4,0,0,0,3,1,2,4,4,4,3,3,2,3,3,2,3,0,0,3,3,0,0,0,1,1,1,0,0,0,0,0,0,2,2,2,3,2,2,3,2,2,2,2,3,2,2,3,1,1,5,2,0,8,99,99,99,99,99,2,2,2,2,2,2,0,0,0,0,0,2,3,0,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,13,"",17,"",8,"",3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,0,2,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3,1,1,1,7,1,0,3,3,3,2,2,3,"",2,4,"",7,"",3,0,2,3,3,3,3,3,2,3,3,2,1,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,1,307,"",0,3,4,1,1,1,0,1,1,0,3,1,0,0,1,1,-1,"",1,0,0,0,0,1,3,3,1,1,3,3,0,4,2,"",4,9999,"",21,-3600,-1,1,1,"",4,"",2,1,1,0,0,0,0,0,0,3,2,2,2,2,2,"KEN08",40,2,2,301,"",6,1.03951236
"2018","KEN2018",2,303,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,2,1,8,1,2011-11-17,50220,57,307,"",1,1,3,2,2,1,1,1,0,0,0,0,2,0,0,2,0,0,0,"",3,"CHIEF",4,4,2,0,3,2,4,4,4,4,3,2,3,2,3,1,5,3,3,4,4,0,0,0,1,1,1,0,0,2,1,3,0,2,2,2,3,1,2,3,3,4,4,1,3,2,3,3,2,1,7,2,0,10,10,10,8,5,10,4,4,4,2,1,1,1,1,0,0,0,1,1,0,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,1,"",32,"",13,"",1,2,2,2,1,2,3,3,3,2,2,2,3,3,2,3,3,3,3,2,2,2,3,3,2,2,3,3,3,2,1,2,2,2,1,0,3,1,0,0,0,1,0,0,3,3,3,3,1,1,1,1,1,1,1,1,1,0,2,3,3,3,3,3,"",2,8,"",7,"",3,0,3,4,4,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,3,307,"",0,3,5,1,0,1,0,1,9,0,2,2,2,2,2,1,9998,"",1,1,0,0,0,1,4,1,1,4,2,2,2,2,2,"",4,302,"",21,52920,45,1,1,"",4,"",1,1,4,0,0,1,0,0,0,1,1,1,1,1,3,"KEN07",26,2,1,304,"",6,1.03951236
"2019","KEN2019",2,303,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,6,1,2011-11-17,46800,38,307,"",1,1,2,2,2,2,2,1,0,2,2,1,3,1,0,2,1,0,4,"",0,"",4,0,0,0,1,0,1,2,2,3,3,3,2,2,2,3,2,2,2,3,3,0,0,0,1,2,1,0,0,1,0,0,0,2,2,2,9,2,2,9,3,4,2,3,3,3,1,0,3,3,0,0,10,10,99,99,99,99,99,4,4,4,2,4,5,9,3,0,2,0,3,2,1,3,1,2,1,1,2,1,1,1,2,4,2,2,2,9,1,1,2,1,1,1,1,2,2,2,9,2,1,2,2,2,1,3,1,1,0,0,0,0,2,0,0,0,1,"",13,"",7,"",2,1,2,2,1,2,2,3,3,1,1,2,2,9,1,1,2,3,2,1,1,3,3,2,1,1,2,2,3,2,2,2,1,2,0,1,2,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,0,0,0,0,0,0,3,3,3,1,1,3,"",1,3,"",13,"",3,0,2,2,2,3,9,2,9,2,3,2,2,3,3,3,3,3,3,3,2,4,4,3,3,3,3,2,3,2,2,2,307,"",2,3,4,0,0,1,0,0,0,0,3,2,2,1,3,0,9997,"",1,0,0,0,0,1,2,0,1,3,2,2,0,3,16,"",4,9998,"",1,49680,48,2,1,"",4,"",3,1,-1,0,0,1,1,0,1,3,2,1,1,2,3,"KEN07",26,2,1,304,"",6,1.03951236
"2020","KEN2020",2,303,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,1,1,2011-11-17,50280,21,305,"",1,1,4,2,2,4,4,2,0,0,0,0,0,0,0,0,0,7,3,"",1,"",4,4,2,2,0,0,1,4,4,4,4,4,1,4,4,1,4,0,0,1,1,0,0,0,8,9,0,0,0,0,0,0,0,1,3,3,3,1,1,1,3,1,1,1,4,1,2,2,3,3,5,2,1,10,99,10,99,1,99,1,1,1,1,1,3,0,3,9,9,9,3,0,9,0,1,2,2,2,3,0,2,0,3,1,1,2,0,1,1,0,0,0,9,9,9,0,3,2,2,3,1,1,2,2,2,3,3,1,0,0,0,7,7,0,1,0,1,"",13,"",20,"",9,1,1,1,1,2,2,3,1,1,1,3,2,3,2,2,3,3,4,2,1,2,2,1,5,1,1,1,3,7,7,7,7,7,7,1,0,0,0,2,0,0,0,0,3,3,3,9,3,2,3,3,9,9,9,7,7,0,9,9,9,3,3,7,"",1,9999,"",6,"",2,1,1,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,2,3,3,4,3,4,3,2,2,2,305,"",1,4,5,1,1,0,0,1,0,0,2,2,2,1,3,8,9997,"",1,1,0,1,1,1,2,2,1,2,2,2,1,5,1,"",4,9998,"",21,52500,37,2,1,"",1,"",1,1,1,0,0,0,0,0,1,1,2,2,2,2,2,"KEN06",22,1,2,301,"",7,1.03951236
"2021","KEN2021",2,303,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,2,1,1,1,2011-11-17,46800,34,307,"",1,1,3,4,3,5,5,2,2,2,0,0,4,0,0,0,0,7,4,"",1,"",3,0,0,0,1,0,2,2,3,3,4,4,1,4,1,3,2,0,0,2,2,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,3,1,1,3,4,4,1,2,4,1,3,4,4,2,8,1,1,9,99,99,99,1,99,3,2,9,1,2,4,0,1,0,0,0,3,3,9,0,0,0,0,0,2,0,9,9,3,3,0,3,0,2,2,0,0,0,2,0,0,1,3,3,3,3,2,1,2,2,2,2,3,1,7,7,7,7,7,0,1,1,13,"",20,"",7,"",2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,3,1,1,1,1,1,1,1,1,5,2,7,7,7,7,7,7,0,0,1,1,0,1,0,0,0,2,4,3,3,3,3,3,3,1,0,0,7,9,9,3,4,2,2,1,6,"",1,3,"",9999,"",0,7,5,3,4,4,4,4,1,3,5,4,3,3,5,4,3,3,3,5,1,4,3,3,5,5,3,5,5,3,1,5,307,"",2,5,5,1,1,1,1,1,1,0,3,3,2,1,1,1,300,"",1,0,1,0,0,1,3,3,2,1,2,2,3,5,2,"",3,300,"",20,49500,45,1,1,"",4,"",2,4,4,0,0,0,0,0,1,1,1,1,1,2,2,"KEN06",22,1,2,301,"",7,1.03951236
"2022","KEN2022",2,303,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,5,997,997,997,997,997,1,2,3,1,2011-11-17,-3600,55,305,"",1,1,4,1,1,1,1,1,0,0,0,0,0,2,2,1,0,0,1,"",1,"",4,0,0,0,0,0,2,4,4,4,3,2,3,2,3,2,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2,2,3,2,2,2,3,3,3,3,3,3,3,2,1,1,5,2,0,8,99,99,99,99,99,2,2,2,2,3,2,1,1,1,1,1,2,0,0,2,0,0,0,0,0,0,0,0,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,7,7,7,7,7,-1,0,0,4,"",26,"",9996,"",9,1,1,1,1,1,1,3,3,3,1,-1,1,3,3,3,3,3,3,2,2,2,2,2,2,9,1,9,9,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,3,3,3,3,1,1,1,1,1,1,1,7,7,0,9,9,9,1,1,3,"",2,5,"",7,"",2,0,3,3,3,3,3,3,2,2,4,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,305,"",3,5,4,1,1,1,1,1,1,0,3,1,1,0,1,1,9998,"",1,0,0,0,0,1,2,2,0,1,3,3,0,4,9995,"DOMINION",4,9998,"",21,51600,-1,2,1,"",4,"",2,1,1,0,0,0,0,0,0,2,2,2,2,2,2,"KEN08",40,2,2,301,"",6,1.03951236
"2023","KEN2023",2,303,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,2,1,2,1,2011-11-17,46800,57,305,"",1,1,3,1,1,1,1,1,2,2,3,0,3,1,1,2,1,-1,7,"",8,"",3,0,0,0,2,1,2,2,4,4,3,3,2,3,4,2,9,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,2,2,3,4,2,2,4,1,1,1,3,1,2,1,2,3,3,1,1,10,6,5,9,0,10,4,4,4,1,2,2,2,2,2,2,0,3,0,0,3,3,2,2,2,3,1,1,1,2,2,1,1,1,3,3,2,1,2,2,1,1,0,3,2,2,2,9,2,3,1,3,3,1,1,1,0,0,2,0,1,0,0,14,"",8,"",1,"",1,1,1,1,1,1,1,3,3,3,1,1,1,3,3,3,3,2,1,2,2,2,2,2,2,2,1,3,3,7,7,7,7,7,7,7,7,7,7,7,7,0,0,1,3,3,1,1,3,3,1,1,1,1,1,7,7,0,4,4,4,3,3,0,"",1,0,"",6,"",1,0,2,4,4,4,4,4,1,4,3,3,2,3,3,3,3,3,3,3,3,4,3,4,3,3,3,2,2,2,2,1,305,"",0,5,5,0,0,0,0,0,0,0,1,0,1,0,3,0,9997,"",1,0,0,0,0,1,4,4,1,2,3,3,2,5,16,"",4,9998,"",19,49560,46,1,1,"",4,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN05",41,1,1,305,"",8,1.03951236
"2024","KEN2024",2,303,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,2,1,2011-11-17,49800,25,305,"",1,1,3,2,2,1,9,2,2,1,2,0,2,0,0,2,0,-1,2,"",3,"",4,0,0,0,2,1,4,4,4,4,3,3,1,4,4,1,4,0,0,2,2,0,0,0,1,4,0,0,0,0,0,0,0,2,1,1,3,3,2,3,2,2,2,2,4,2,9,9,1,1,5,5,2,9,99,99,99,99,99,3,3,3,2,1,1,2,2,2,1,0,3,3,0,2,1,1,1,1,2,1,1,1,2,2,3,1,2,2,2,2,2,2,1,3,2,2,3,3,3,3,1,9,1,1,1,2,1,1,0,7,7,0,0,0,0,0,14,"",20,"",13,"",1,1,1,1,1,1,1,3,3,1,1,1,1,3,3,3,2,3,4,3,3,3,3,3,3,2,9,3,2,1,0,0,1,2,0,0,2,0,0,2,0,0,0,0,3,2,2,2,3,3,3,3,1,1,1,7,7,0,4,4,4,3,3,0,"",3,0,"",15,"",3,1,2,4,4,4,4,4,2,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,9,9,2,2,2,1,305,"",0,9,4,0,0,1,1,1,1,1,2,2,1,2,2,1,302,"",1,0,0,0,0,1,2,1,1,1,3,3,2,3,9995,"POWER OF JESUS INTER",4,302,"",9999,52800,50,2,1,"",4,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN05",41,1,1,305,"",8,1.03951236
"2025","KEN2025",2,303,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,2,1,2011-11-17,61080,28,300,"",1,1,2,2,2,1,1,1,2,3,2,1,3,0,0,1,0,1,0,"",1,"",1,0,0,0,0,0,2,4,4,4,4,3,2,3,4,2,3,0,2,0,0,1,1,0,1,3,0,0,0,2,0,0,0,2,2,2,3,2,2,3,3,2,2,2,2,1,4,4,2,3,6,3,2,8,99,99,99,99,99,4,4,4,2,2,3,9,1,1,1,1,2,3,0,1,2,3,0,3,3,0,0,0,3,2,2,2,2,2,9,3,0,2,2,2,9,1,2,9,2,2,2,2,3,2,1,2,2,2,0,9,9,0,0,1,0,0,1,"",13,"",17,"",2,1,1,3,1,1,3,1,3,1,1,1,3,3,1,1,1,1,4,1,1,1,3,3,3,1,3,3,2,0,0,0,0,2,1,7,7,7,7,7,7,0,0,0,2,2,1,1,3,3,3,3,1,1,1,7,7,0,4,4,4,3,3,0,"",3,0,"",9999,"",2,0,3,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,300,"",0,5,5,9,1,1,0,1,1,0,3,1,1,1,1,0,9997,"",1,0,0,0,0,1,4,1,0,2,3,2,3,5,14,"",4,9998,"",9999,63240,36,2,1,"",4,"",1,1,4,0,0,0,0,0,0,1,1,1,1,1,1,"KEN05",41,1,1,305,"",8,1.23019214
"2026","KEN2026",2,303,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,2,1,4,1,2011-11-17,58320,19,304,"",1,1,2,2,2,4,4,2,1,0,0,1,2,1,1,0,0,7,15,"LACK OF KNOWLEDGE",11,"NEIGHBOUR",3,3,0,0,1,1,1,4,4,4,4,4,1,4,4,1,3,1,0,3,1,0,0,0,1,2,0,0,0,0,0,0,0,4,1,1,3,4,1,1,1,3,1,1,4,1,4,9,9,9,8,99,99,99,99,99,99,99,99,4,4,4,1,1,1,0,2,0,0,0,2,0,0,1,1,1,1,1,1,1,0,2,9,9,0,0,0,2,1,2,1,0,3,0,0,2,2,2,2,3,1,1,1,1,1,1,1,1,7,7,7,3,7,1,0,0,23,"",11,"",3,"",2,1,1,1,1,1,1,2,2,3,2,1,1,2,3,3,9,1,2,2,3,3,2,2,3,3,3,3,3,1,1,2,2,2,2,1,0,0,0,1,0,0,0,0,3,3,1,1,9,9,9,9,1,1,1,1,9,0,4,4,4,3,3,9999,"",1,7,"",14,"",2,0,1,9,9,9,9,9,9,2,3,3,3,3,3,3,3,3,3,9,3,3,3,3,3,4,4,3,3,4,-1,1,304,"",0,5,5,1,1,1,1,1,1,0,3,3,2,2,2,0,9997,"",1,0,0,0,0,1,3,3,2,4,2,2,3,4,16,"",4,300,"",9999,60360,34,1,1,"",4,"",1,1,1,0,0,0,0,0,3,1,2,2,2,2,2,"KEN06",22,1,2,301,"",7,1.23019214
"2027","KEN2027",2,303,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,4,1,2011-11-17,58200,23,304,"",1,4,9,2,2,4,4,1,2,2,2,0,3,0,0,3,0,1,8,"",1,"",0,0,2,0,3,1,2,3,4,4,4,3,4,3,4,1,5,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,2,2,2,3,2,2,3,4,3,3,3,2,3,3,4,3,6,6,10,8,99,99,99,99,99,4,4,4,2,3,3,2,2,1,1,1,2,0,1,3,2,2,1,1,2,0,0,0,2,1,0,0,0,1,2,2,2,0,0,0,2,0,0,0,1,1,2,2,1,1,1,3,2,2,0,7,0,0,0,0,0,0,1,"",13,"",17,"",2,1,1,2,1,1,2,2,2,2,3,2,2,3,2,2,2,2,3,1,1,1,1,1,2,2,3,3,3,1,1,2,1,2,1,2,2,1,1,2,1,0,0,0,2,2,2,2,3,3,1,1,0,1,1,1,0,0,3,3,3,2,2,2,"",1,6,"",0,"",1,0,3,3,3,3,3,3,2,2,3,3,2,3,2,2,2,2,2,3,2,3,3,3,3,2,2,2,2,2,2,1,304,"",1,3,4,1,0,1,0,1,0,0,2,2,2,1,1,1,316,"",1,1,0,0,0,2,1,1,1,1,3,2,2,4,18,"",4,316,"",1,60900,45,2,1,"",304,"",3,1,1,0,0,0,0,0,1,1,1,1,1,2,3,"KEN07",26,2,1,304,"",6,1.23019214
"2028","KEN2028",2,303,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,997,997,997,997,997,997,2,1,4,1,2011-11-13,66300,37,304,"",1,2,4,1,2,2,2,1,0,0,0,1,2,1,1,0,0,7,7,"",1,"",4,4,4,3,3,2,1,4,4,4,4,5,4,4,4,1,4,2,2,3,2,0,0,0,1,4,0,1,0,1,0,0,0,1,1,1,3,4,1,4,1,1,1,1,4,1,3,3,1,2,6,3,1,8,9,9,7,2,9,5,5,5,1,1,4,2,3,1,2,1,3,3,0,3,2,2,2,3,1,1,0,1,1,2,3,3,2,2,3,2,2,2,1,1,1,1,3,3,3,2,1,1,1,1,1,1,1,1,7,7,7,7,7,0,1,1,1,"",11,"",13,"",3,1,1,1,1,1,2,3,4,3,2,2,3,4,2,4,3,3,4,1,2,3,1,3,2,2,2,3,3,7,7,7,7,7,7,2,1,1,1,3,1,0,0,0,4,4,3,3,1,3,0,1,1,1,1,1,7,0,3,4,3,3,3,2,"",1,6,"",7,"",2,0,4,5,4,4,4,4,1,3,3,2,2,3,2,3,3,3,3,4,4,4,3,4,4,5,5,4,4,5,4,2,304,"",1,5,5,1,0,1,0,1,0,0,2,2,1,2,2,0,9997,"",1,1,0,4,4,1,4,4,3,-1,1,1,3,8,14,"",4,9999,"",1,70200,65,1,1,"",1,"",1,2,2,0,0,0,0,0,0,1,1,1,1,1,1,"KEN24",27,1,2,302,"",8,1.23019214
"2029","KEN2029",2,303,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,1,1,2011-11-17,60900,34,300,"",1,1,3,1,1,4,4,1,0,0,0,0,0,0,0,0,0,7,5,"",1,"",4,0,2,0,1,0,1,3,3,3,4,3,4,1,4,1,4,2,2,3,1,0,0,0,1,2,0,0,0,0,0,0,0,4,1,1,3,4,1,1,1,3,4,1,4,1,3,3,2,1,6,7,4,8,99,99,99,99,99,5,4,5,1,1,4,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,3,2,1,1,1,1,3,3,3,0,0,0,0,0,1,2,2,2,2,1,1,1,1,3,1,1,0,0,0,0,0,0,1,1,1,"",3,"",11,"",3,2,3,3,1,1,3,3,4,3,3,3,3,1,3,3,3,3,3,1,3,3,3,3,3,1,3,3,2,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,3,3,3,3,3,3,3,3,9,9,9,9,9,0,4,4,4,3,3,10,"IGNORANCE",1,7,"",2,"",3,0,1,3,3,3,3,3,1,2,2,2,2,3,2,2,2,4,4,4,1,4,1,4,4,3,3,3,3,3,2,1,300,"",0,5,5,1,1,1,1,1,1,0,3,2,1,1,3,0,9997,"",1,0,0,0,0,1,2,1,1,1,2,2,3,6,2,"",4,9997,"",21,62640,29,2,1,"",4,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN06",22,1,2,301,"",7,1.23019214
"2030","KEN2030",2,303,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,2,1,2,1,2011-11-17,57600,32,307,"",1,1,2,2,2,2,2,1,0,2,2,2,3,0,0,0,0,7,0,"",1,"",4,0,3,0,3,2,5,4,4,4,3,3,2,3,4,1,4,0,3,4,4,0,0,0,1,3,1,1,1,0,0,0,0,2,2,2,3,3,2,3,2,2,2,1,4,1,3,3,2,4,7,7,3,10,99,9,8,99,9,4,4,4,1,2,3,2,0,0,0,0,3,0,0,1,2,2,1,1,2,1,0,9,3,2,2,2,2,1,2,2,2,2,0,1,1,2,0,2,2,1,3,3,3,3,3,3,2,2,1,0,0,2,0,2,0,0,24,"",20,"",1,"",0,1,1,1,1,1,1,4,4,2,1,1,1,3,3,2,3,2,2,2,2,3,3,3,2,1,2,3,3,2,0,0,0,2,0,0,2,2,1,2,1,0,0,1,3,3,1,1,3,3,3,3,9,9,9,7,7,0,4,4,4,9,9,0,"",3,0,"",4,"",3,2,3,4,2,3,3,3,2,3,2,2,2,2,2,2,2,2,3,2,2,3,1,1,4,4,4,4,4,2,2,1,307,"",3,3,4,1,0,1,1,1,0,0,2,2,2,0,1,1,300,"",1,0,0,0,0,1,4,2,1,2,3,2,2,5,14,"",4,300,"",1,60000,40,1,1,"",4,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN05",41,1,1,305,"",8,1.23019214
"2031","KEN2031",2,303,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,3,1,2011-11-17,58200,31,307,"",1,1,2,4,4,1,1,1,3,0,0,0,3,0,0,-1,0,7,4,"",1,"",3,0,0,0,0,0,2,3,4,4,3,3,2,3,3,2,3,0,0,3,3,9,0,0,1,1,0,0,0,0,0,0,0,2,2,2,3,2,2,3,2,2,2,2,3,2,3,1,2,1,99,99,99,99,99,99,99,99,99,2,2,2,2,2,2,1,2,0,2,0,3,0,0,2,0,2,0,9,0,0,0,9,1,4,1,1,0,1,0,9,1,0,0,1,0,0,3,0,0,3,1,1,1,1,1,1,9,1,2,0,0,0,0,0,0,0,1,"",20,"",13,"",1,1,1,1,1,2,3,3,3,1,1,3,3,3,1,1,-1,-1,2,1,1,3,3,1,2,2,3,2,2,0,3,3,3,3,3,0,3,3,3,3,3,0,0,0,2,9,2,2,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9999,"",2,4,"",10,"",2,0,3,9,9,9,9,9,9,2,2,2,1,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,307,"",3,3,4,1,1,1,0,1,0,0,3,1,1,1,3,0,9997,"",0,0,0,0,0,1,4,4,1,2,3,3,0,3,13,"",4,9998,"",21,61200,50,2,1,"",4,"",2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN08",40,2,2,301,"",6,1.23019214
