"","RESPNO","URBRUR","REGION","COUNTY","EA_SVC_A","EA_SVC_B","EA_SVC_C","EA_SVC_D","EA_FAC_A","EA_FAC_B","EA_FAC_C","EA_FAC_D","EA_FAC_E","EA_FAC_F","EA_FAC_G","EA_SEC_A","EA_SEC_B","EA_SEC_C","EA_SEC_D","EA_SEC_E","EA_ROAD_A","EA_ROAD_B","NOCALL_1","NOCALL_1OTHER","NOCALL_2","NOCALL_2OTHER","NOCALL_3","NOCALL_4","NOCALL_5","NOCALL_6","NOCALL_7","PREVINT","THISINT","ADULT_CT","CALLS","DATEINTR","STRTIME","Q1","Q2","Q2OTHER","Q3","Q4A","Q4B","Q5","Q6","Q7","Q8A","Q8B","Q8C","Q8D","Q8E","Q8F","Q9","Q10A","Q10B","Q11A","Q11B","Q12A","Q12B","Q12C","Q12D","Q12E","Q13","Q14","Q15A","Q15B","Q15C","Q16","Q17","Q18","Q19A","Q19B","Q20A","Q20B","Q20C_KEN","Q21","Q22","Q23A","Q23B","Q23C","Q23D","Q24A","Q24B","Q24C","Q24D","Q24E","Q24F","Q24G_KEN","Q25A","Q25B","Q26A","Q26B","Q26C","Q26D","Q26E","Q26F","Q27A","Q27B","Q27C","Q27D","Q27E","Q28A","Q28B","Q28C","Q29A","Q29B","Q29C","Q29D","Q29E","Q29F","Q29G","Q30","Q31","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42A","Q42B","Q42C","Q43","Q44","Q45A","Q45B","Q45C","Q45D","Q45E","Q46","Q47A","Q47B","Q48A","Q48B","Q48C","Q48D","Q48E","Q48F","Q49","Q50","Q51A","Q51B","Q51C","Q51D","Q51E_KEN","Q52A","Q52B","Q52C","Q52D","Q52E","Q52E1_KEN","Q52F","Q52G","Q52H","Q52I","Q52J","Q52K","Q52L","Q52M_KEN","Q53A","Q53B","Q53C","Q53D","Q53D1_KEN","Q53E","Q53E1_KEN","Q53F","Q53G","Q53H","Q53I","Q53J","Q54","Q55A","Q55B","Q55C","Q55D","Q55E","Q55F","Q55G","Q55H","Q55I","Q55J","Q55K","Q55L","Q56","Q57A","Q57B","Q58","Q58OTHER","Q59A","Q59B","Q60PT1","Q60PT1OTHER","Q60PT2","Q60PT2OTHER","Q60PT3","Q60PT3OTHER","Q61A","Q61B","Q62","Q63A","Q63B","Q63C","Q63D","Q63E_KEN","Q64","Q65A","Q65B","Q65C","Q66A","Q66B","Q66C","Q66D","Q66E","Q66F","Q66G","Q66H","Q66I","Q66J","Q66K","Q66L","Q66M","Q66N_KEN","Q67A","Q67B","Q67C_KEN","Q68A","Q68B","Q68C","Q68C1_KEN","Q68D","Q69A","Q69B","Q69C","Q70A","Q70B","Q71A","Q71B","Q71BOTHER","Q72","Q73A","Q73B","Q73C","Q73D","Q73E","Q74A","Q74AOTHER","Q74B","Q74BOTHER","Q75A","Q75B","Q76","Q77","Q78","Q79A","Q79B","Q80A","Q80AOTHER","Q80B","Q81A","Q81B","Q81C","Q81D","Q81E","Q82A_KEN","Q82B_KEN","Q82C_KEN","Q82D_KEN","Q82E_KEN","Q83A_KEN","Q83B_KEN","Q83C_KEN","Q83D_KEN","Q84A_KEN","Q84B_KEN","Q84C_KEN","Q84D_KEN","Q85A_KEN","Q85B_KEN","Q85C_KEN","Q85D_KEN","Q86_KEN","Q87","Q87OTHER","Q88A","Q88B","Q89A","Q89B","Q89C","Q89D","Q89E","Q90A","Q90B","Q90BOTHER","Q91A","Q91B","Q91C","Q91D","Q92A","Q92B","Q93A","Q93B","Q94","Q95","Q96A","Q96B","Q97","Q98A","Q98AOTHER","Q98B","Q99","Q99OTHER","Q100","ENDTIME","LENGTH","Q101","Q102","Q102OTHER","Q103","Q103OTHER","Q104","Q105","Q106","Q107A","Q107B","Q107C","Q107D","Q107E","Q108","Q110A","Q110B","Q110C","Q110D","Q110E","Q110F","Q112","Q113","Q114","Q115","Q116","Q117","withinwt"
"11","KEN0011",2,305,"Kakamega",0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,3,1,2014-11-22,36000,25,302,"",1,2,3,2,1,1,1,0,0,1,2,5,0,1,1,0,0,3,0,0,0,0,1,1,2,4,4,1,1,4,2,2,1,1,1,1,3,1,0,0,0,0,0,0,0,0,2,0,1,2,3,1,3,2,3,3,2,1,1,0,0,1,1,1,1,"Many political parties","","",3,9996,9996,3,4,1,4,1,4,1,4,1,1,3,2,5,5,5,1,4,1,2,3,2,3,2,1,1,1,2,2,3,1,3,0,1,2,1,3,0,2,0,1,1,0,0,1,0,1,0,0,2,2,2,1,3,1,1,1,1,2,2,1,1,1,1,2,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"",0,0,4,"",14,"",20,"",2,0,5,1,1,1,1,1,2,3,7,1,2,1,1,1,1,2,2,3,2,1,1,3,3,1,3,3,3,2,1,1,3,3,3,3,3,4,4,5,1,"",0,7,7,7,7,7,12,"",17,"",2,2,4,4,2,9,9,1,"",1,2,4,3,5,4,1,5,1,5,2,4,4,4,1,5,4,4,4,4,4,2,1,1,1,"",1,3,5,5,1,5,5,0,9997,"",1,0,0,1,4,0,2,2,0,1,2,7,5,10,"",3,302,"",2,39000,50,2,1,"",1,"",2,4,1,0,0,0,0,0,1,1,1,1,1,1,1,"KEN17",25,1,2,302,8,1.2751249949612
"12","KEN0012",2,305,"Kakamega",0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,2,1,2014-11-22,39480,32,302,"",1,2,2,2,2,4,1,0,0,1,2,4,0,0,0,0,0,4,2,0,0,0,3,2,4,4,4,4,1,1,2,2,3,2,1,1,2,1,0,1,0,0,0,0,0,2,2,0,2,1,3,1,3,2,3,2,2,1,1,0,0,1,1,1,1,"Building the nation","","",5,9996,9996,3,4,1,4,1,4,1,1,4,1,1,1,4,4,4,4,1,2,2,1,2,1,2,1,1,1,2,1,3,1,2,0,1,2,3,3,0,2,2,1,0,0,1,1,2,2,2,2,2,2,3,1,1,2,2,2,1,2,2,1,1,1,1,2,1,3,0,2,0,7,7,7,7,7,7,7,7,7,7,7,10,"",1,1,1,"",14,"",13,"",2,1,5,2,2,2,2,2,4,5,1,1,2,1,1,1,1,2,3,3,2,1,1,3,2,2,2,2,2,3,1,2,2,3,3,3,3,4,4,5,2,"",0,7,7,7,7,7,14,"",18,"",3,3,1,4,2,1,1,1,"",1,2,4,5,5,4,1,5,1,5,3,4,4,4,1,2,4,2,1,5,5,1,1,7,302,"",1,5,5,5,1,5,5,1,302,"",1,1,0,1,4,0,2,2,0,2,3,1,2,12,"",3,302,"",8,42900,57,1,1,"",4,"",2,4,3,0,0,0,0,0,0,1,1,1,1,1,1,"KEN17",25,1,2,302,8,1.2751249949612
"13","KEN0013",2,305,"Kakamega",0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,4,1,2014-11-22,39960,18,4,"",1,2,4,3,1,2,1,2,1,0,0,1,0,1,1,2,0,4,0,0,0,0,0,0,3,3,3,4,4,4,2,2,1,1,1,8,2,0,1,1,0,0,0,0,0,3,3,0,2,2,3,3,3,2,2,3,2,1,2,0,1,1,1,1,1,"Ruling of people of the same party","","",19,9996,9996,3,4,4,4,1,1,1,1,1,4,2,3,1,5,5,4,4,0,0,0,9,0,2,3,3,3,9,3,1,1,1,2,1,1,0,1,1,9,0,2,2,9,0,0,9,9,1,3,0,3,0,2,1,1,1,1,1,1,9,9,1,1,1,1,2,3,0,7,7,7,7,7,7,7,7,7,7,7,7,7,10,"",0,0,29,"",5,"",14,"",1,1,1,1,9,1,1,1,1,7,1,1,3,3,1,1,3,3,3,9,3,1,1,9,3,1,1,1,1,1,2,2,2,9,3,0,1,4,4,5,6,"",0,7,7,7,7,7,9995,"Lack of evidence",9996,"",2,2,1,1,1,3,3,3,"",1,2,5,3,1,2,0,1,1,1,1,4,4,4,1,1,5,5,1,1,1,5,4,3,302,"Maragoli",3,3,1,1,1,1,2,0,9997,"",0,0,0,0,3,0,3,1,0,0,1,7,4,5,"",3,9995,"Depends on the candidate not party",3,43500,59,1,1,"",1,"",1,1,4,1,1,0,0,0,1,1,1,1,1,2,1,"KEN18",25,1,2,1,9,1.2751249949612
"14","KEN0014",2,305,"Kakamega",0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,2,1,2014-11-22,36000,59,302,"Maragoli",1,1,2,2,1,2,1,2,2,3,1,1,0,2,2,0,0,4,0,0,0,0,2,1,2,2,3,2,4,4,0,3,4,3,1,1,2,0,1,1,0,0,0,0,0,3,3,0,2,1,3,2,3,2,3,2,1,1,4,0,9,1,1,1,1,"Freedom to work with others to build the country","Freedom to discuss issues together","Freedom to choose a leader",11,1,3,3,4,1,3,1,4,1,1,5,5,3,2,3,5,5,1,4,1,0,0,0,0,3,3,3,3,0,3,0,3,2,1,2,2,3,0,2,3,3,1,3,2,0,2,2,1,0,2,1,3,3,9,9,0,0,3,1,2,0,9,9,0,0,9,2,1,0,3,0,7,7,4,0,7,7,7,7,7,7,7,10,"",0,0,23,"",4,"",20,"",3,0,4,1,1,1,1,1,2,8,5,1,3,3,3,3,3,3,3,4,2,2,3,1,1,4,1,3,1,4,1,1,4,4,3,3,3,4,4,5,1,"",0,7,7,7,7,7,14,"",9996,"",3,3,9,1,7,3,3,2,"",1,0,4,6,5,4,0,3,5,3,3,4,4,4,2,5,1,5,1,5,5,1,1,5,302,"Maragoli",1,3,3,3,1,3,3,1,305,"",1,0,0,1,4,0,3,2,0,3,7,1,5,13,"",4,305,"",99,39060,51,2,1,"",4,"",2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN18",25,1,2,1,9,1.2751249949612
"15","KEN0015",2,305,"Kakamega",0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,5,"",5,"",9997,9997,9997,9997,9997,1,2,6,2,2014-11-22,40140,40,302,"",1,2,1,1,2,2,4,1,0,0,0,1,0,1,0,1,3,4,0,0,0,0,2,2,4,4,4,3,2,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,7,7,3,3,1,3,3,3,1,1,1,1,1,4,1,5,3,"","","",9999,9996,9996,9,3,2,2,2,3,2,2,3,2,1,2,5,4,5,2,2,1,2,2,3,3,2,1,1,3,2,2,3,3,3,2,2,0,1,0,0,0,3,0,1,0,0,0,0,2,3,9,0,0,0,0,1,2,2,1,1,3,1,1,1,1,2,1,5,3,0,1,-1,7,7,7,7,3,0,7,7,7,7,7,7,"",0,0,9,"",23,"",12,"",2,0,1,3,3,3,3,3,2,7,2,4,1,2,3,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,0,2,3,4,4,2,3,"",0,7,7,7,7,7,14,"",1,"",2,3,2,2,2,3,3,5,"",1,1,4,7,2,2,1,5,5,5,3,3,3,4,3,5,5,2,4,4,1,2,2,2,302,"",1,1,2,4,3,3,3,1,302,"",1,0,0,0,4,2,3,2,0,2,6,1,5,9,"",1,302,"",3,42960,47,2,1,"",4,"",2,4,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN19",31,2,2,301,9,1.2751249949612
"16","KEN0016",2,305,"Kakamega",0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,3,1,2014-11-22,36300,43,302,"",1,1,1,3,2,1,1,0,1,2,1,3,2,0,2,0,0,4,0,0,0,0,1,1,1,4,4,3,2,3,1,2,2,2,2,1,4,1,0,0,0,1,0,0,0,0,1,0,2,1,3,3,1,3,3,3,0,0,0,0,0,1,1,1,1,"Trusting each other","Working together","Eating together",11,11,11,3,3,2,2,2,3,2,2,3,2,1,1,2,1,5,2,2,3,3,0,1,2,3,3,2,1,0,0,3,3,3,1,4,1,0,3,1,2,3,2,3,0,0,0,3,3,3,2,1,1,3,3,2,2,2,2,2,3,2,2,2,2,2,2,1,2,1,3,0,4,3,7,7,7,7,7,7,0,7,7,2,"",2,2,2,"",12,"",23,"",1,1,2,2,2,2,2,2,3,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,3,4,3,2,"",0,0,0,0,0,0,2,"",12,"",3,3,2,2,2,2,2,1,"",2,3,5,3,5,3,0,4,4,4,3,4,4,4,3,2,4,3,2,4,4,1,2,5,302,"",3,5,4,5,1,5,4,1,305,"",1,0,0,1,4,0,2,2,0,3,4,1,2,13,"",3,306,"",1,39900,60,1,4,"",4,"",2,4,3,0,0,0,0,0,0,1,1,1,1,1,1,"KEN19",31,2,2,301,9,1.2751249949612
"17","KEN0017",2,305,"Kakamega",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,2,1,2014-11-22,61800,41,302,"",1,1,3,2,4,1,2,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,3,1,4,4,4,2,3,3,2,0,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,7,7,3,3,3,3,3,3,1,1,1,1,0,4,2,2,2,"Being free","","",1,9996,9996,3,2,2,2,2,3,3,2,3,2,2,3,4,4,4,2,3,0,9,2,9,2,2,9,9,1,9,3,1,3,0,0,1,3,3,3,0,3,1,1,1,1,1,0,0,0,2,2,2,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,2,0,7,7,7,7,7,7,7,7,7,7,7,7,"",1,1,1,"",4,"",28,"",1,0,9,1,1,1,1,1,2,1,3,2,3,3,1,1,1,3,3,3,3,1,1,3,3,9,1,1,3,3,2,3,2,2,0,0,0,3,3,2,0,"",0,7,7,7,7,7,9999,"",9996,"",2,2,2,3,2,0,0,3,"",3,9,9,9,9,9999,9,2,2,4,2,3,3,3,2,4,4,2,2,4,4,2,2,1,302,"",0,3,5,5,1,5,5,0,9997,"",1,0,0,1,3,0,2,2,0,3,4,1,2,13,"",3,9998,"",8,64320,42,2,1,"",4,"",2,4,1,0,0,0,0,0,1,1,1,1,1,1,1,"KEN16",23,2,2,301,7,1.1118467943869
"18","KEN0018",2,305,"Kakamega",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,2,1,2014-11-22,65040,45,4,"",2,1,3,3,4,4,0,0,0,0,2,3,0,0,0,0,0,4,0,0,0,0,2,1,4,4,4,2,3,5,3,3,3,3,1,1,4,1,0,0,0,0,0,0,0,0,2,2,1,1,3,3,3,3,3,3,3,1,1,1,1,2,2,2,1,"Multiparty","Free will","",3,1,9996,3,3,2,4,2,4,5,2,4,1,2,3,4,4,4,2,2,0,0,0,1,0,1,2,1,0,0,3,3,3,0,0,1,3,3,3,0,3,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,0,2,0,3,0,7,7,7,7,7,7,7,7,7,6,"",1,2,1,"",13,"",14,"",2,0,3,1,1,1,2,2,4,1,2,2,1,1,1,1,1,3,3,3,3,2,1,2,3,3,1,3,3,3,3,3,3,9,3,3,1,3,3,2,0,"",0,7,7,7,7,7,5,"",12,"",2,2,2,3,2,1,1,1,"",2,2,4,3,4,4,1,2,2,4,3,3,3,2,3,4,4,5,3,4,4,2,2,1,302,"",1,3,5,5,1,5,5,1,9998,"",1,0,0,1,4,0,2,2,0,3,3,1,4,13,"",3,9999,"",8,67740,45,1,1,"",4,"",2,1,1,0,0,0,0,0,0,1,1,2,1,1,2,"KEN16",23,2,2,301,7,1.1118467943869
"19","KEN0019",2,305,"Kakamega",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,3,1,2014-11-22,61200,40,302,"",1,2,2,2,2,2,2,0,1,1,2,4,0,0,0,0,0,4,0,0,0,0,1,0,3,4,4,4,1,4,1,2,3,1,1,1,1,0,0,0,0,2,0,0,0,2,2,0,2,1,3,1,3,2,2,3,1,1,1,0,0,1,1,1,1,"Many political parties","Things a coalition government","",3,4,9996,3,4,1,4,1,1,1,1,4,1,2,2,4,4,4,1,1,9,2,3,2,3,2,1,1,1,2,1,3,1,3,0,1,2,2,2,1,2,1,1,9,0,1,1,1,3,1,1,2,3,3,2,1,2,2,2,1,2,2,9,1,1,1,2,1,4,0,4,0,4,0,7,7,7,7,7,7,7,7,7,11,"",1,1,23,"",1,"",20,"",2,0,5,2,2,2,2,2,4,5,3,1,2,2,1,1,1,2,3,3,2,2,1,3,2,2,3,2,3,2,1,1,3,1,0,3,3,4,4,5,1,"",0,7,7,7,7,7,12,"",6,"",3,3,1,4,2,2,2,1,"",2,2,4,3,5,4,1,5,1,5,2,4,4,4,2,5,5,5,4,5,5,1,1,1,302,"",1,5,5,5,1,5,5,1,302,"",1,0,0,1,4,0,2,2,0,0,6,2,3,13,"",3,303,"",4,64200,50,1,1,"",4,"",1,1,4,0,0,0,0,0,0,1,1,1,1,1,1,"KEN17",25,1,2,302,8,1.1118467943869
"20","KEN0020",2,305,"Kakamega",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,2,1,2014-11-22,64800,26,302,"",1,2,3,2,2,2,1,0,0,1,2,4,0,0,0,0,0,3,0,0,0,0,1,0,3,4,4,4,1,4,2,2,2,1,1,1,3,1,0,0,0,0,0,0,0,0,2,0,1,2,3,1,3,2,3,2,1,1,1,0,0,1,1,1,1,"Being free","","",1,9996,9996,3,4,1,4,1,4,1,1,4,1,3,3,4,4,4,1,4,1,3,9,9,9,2,1,1,1,1,1,3,1,2,1,1,2,2,2,1,2,2,1,9,9,1,1,1,2,1,1,2,2,3,2,1,2,2,2,2,3,9,9,2,1,1,2,1,2,0,2,0,7,7,7,7,7,7,7,7,7,7,7,10,"",1,1,23,"",1,"",13,"",2,0,0,1,1,1,1,1,2,3,1,2,2,1,1,2,2,2,3,3,2,1,1,3,2,2,2,2,2,3,1,1,1,3,3,3,3,4,4,4,1,"",0,7,7,7,7,7,16,"",12,"",3,3,1,4,3,9,9,1,"",1,3,4,3,5,4,1,5,2,5,2,9,9,9,9,4,4,4,4,5,4,1,1,1,302,"",1,3,4,4,1,4,4,0,9997,"",0,0,0,1,4,0,3,2,0,1,2,4,4,13,"",4,9998,"",8,67800,50,2,1,"",4,"",1,1,4,0,0,0,0,0,1,1,1,1,2,1,1,"KEN17",25,1,2,302,8,1.1118467943869
"21","KEN0021",2,305,"Kakamega",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,4,1,2014-11-22,61500,35,302,"",1,2,2,4,5,2,0,2,1,0,1,3,0,2,2,0,0,4,0,0,0,0,1,1,4,4,4,4,1,4,2,2,1,1,3,1,4,1,1,1,0,0,0,0,0,3,3,3,1,2,2,2,2,2,3,3,2,1,3,0,0,5,3,3,3,"","","",9999,9996,9996,2,4,1,1,1,5,4,4,1,5,3,3,5,5,5,1,1,0,0,0,0,0,3,3,3,3,1,2,0,3,0,3,1,1,2,1,0,2,3,3,3,0,0,1,3,2,3,3,3,3,3,3,0,0,0,0,0,2,0,2,2,0,0,0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,"",0,0,14,"",20,"",25,"",3,0,6,1,1,1,1,1,3,6,8,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,5,3,"",0,7,7,7,7,7,9,"",11,"",2,2,1,1,1,2,3,2,"",2,2,4,7,5,5,1,5,9,9,2,4,4,4,1,5,5,3,1,5,5,1,9,4,302,"",0,5,3,3,1,3,3,0,9997,"",1,0,0,1,4,0,3,2,0,3,3,1,2,5,"",4,9997,"",8,63900,40,2,1,"",4,"",2,1,4,1,1,1,1,1,0,1,1,1,1,1,1,"KEN18",25,1,2,1,9,1.1118467943869
"22","KEN0022",2,305,"Kakamega",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,2,1,2014-11-22,64200,28,302,"",2,2,1,3,2,3,1,2,2,1,1,4,0,1,1,0,0,4,0,0,0,0,1,0,4,4,4,4,1,4,2,3,1,1,1,1,3,0,0,0,0,0,0,0,0,3,3,0,2,1,3,3,3,3,2,3,1,1,1,0,0,5,3,3,3,"","","",9999,9996,9996,3,4,1,1,1,4,1,1,1,1,2,1,5,5,5,1,1,1,2,0,3,0,2,3,3,3,2,2,3,3,3,2,1,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,0,7,7,7,7,7,7,7,7,7,7,7,2,"",0,0,24,"",9996,"",9996,"",2,0,9,1,1,1,1,1,2,4,6,4,1,2,2,2,3,2,3,2,3,2,3,2,2,2,1,2,1,1,2,1,1,2,4,-1,4,4,4,5,3,"",0,7,7,7,7,7,17,"",9996,"",2,2,1,3,7,3,2,9999,"",9,0,4,0,5,5,9,9,9,9,2,4,4,4,1,5,5,-1,2,5,5,1,4,5,302,"",0,3,3,3,1,3,3,0,9997,"",1,0,0,1,4,0,3,2,0,3,3,1,2,14,"",4,308,"",99,66240,34,1,1,"",4,"",2,4,3,0,0,0,0,0,0,1,1,2,1,1,1,"KEN18",25,1,2,1,9,1.1118467943869
"23","KEN0023",2,305,"Kakamega",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,6,1,2014-11-22,64920,25,302,"",1,1,1,5,1,1,1,0,1,1,2,6,0,3,0,0,0,3,0,0,0,0,1,1,4,3,4,2,2,4,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,3,3,3,2,2,2,1,1,1,1,1,4,4,2,3,"","","",9999,9996,9996,2,2,2,3,2,2,2,2,3,2,1,3,2,1,3,3,3,2,1,2,0,0,2,2,1,3,2,2,3,2,3,2,5,3,3,3,0,1,2,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,3,3,1,3,1,1,1,1,4,0,4,0,4,1,7,7,3,3,7,7,0,7,7,2,"",2,2,13,"",20,"",9996,"",2,0,2,1,1,1,1,1,2,2,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,3,3,3,2,3,"",0,7,7,7,7,7,18,"",6,"",3,3,2,2,3,2,1,2,"",3,3,4,2,1,2,1,2,2,2,3,4,4,4,3,4,1,3,2,5,4,1,2,2,302,"",3,5,5,4,1,4,4,0,9997,"",1,0,0,1,4,0,3,2,0,3,3,1,2,2,"",3,302,"",6,67500,43,2,1,"",4,"",2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN19",31,2,2,301,9,1.1118467943869
"24","KEN0024",2,305,"Kakamega",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,7,1,2014-11-22,61500,23,302,"",1,1,1,3,4,5,0,0,0,0,1,7,0,2,0,0,0,4,0,0,0,0,0,0,4,4,4,2,2,3,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,3,3,3,3,3,3,4,0,1,1,1,4,1,1,3,"","","",9999,9996,9996,9,2,2,3,2,2,2,2,2,2,9,1,4,4,4,2,2,3,3,3,2,1,3,1,2,3,3,1,3,2,3,2,4,3,3,3,1,0,2,1,0,1,3,3,0,3,0,2,1,1,2,1,1,1,1,1,1,3,3,3,1,1,1,1,1,7,7,4,0,7,7,7,7,7,7,7,7,7,7,7,4,"",1,0,13,"",1,"",17,"",4,1,4,1,1,1,1,1,3,5,2,3,1,1,1,1,1,3,4,4,1,1,3,1,1,1,1,2,2,3,1,1,3,2,3,3,3,4,4,3,3,"",0,7,7,7,7,7,14,"",2,"",3,3,2,2,4,2,2,2,"",2,1,5,3,4,2,1,4,4,4,3,3,4,4,3,2,4,3,2,4,4,2,2,1,302,"",9,5,4,5,1,4,4,1,302,"",1,0,0,1,4,0,3,2,0,1,3,7,3,13,"",3,302,"",8,64560,51,1,1,"",4,"",2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN19",31,2,2,301,9,1.1118467943869
"25","KEN0025",2,305,"Kakamega",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,2,1,2014-11-22,52740,57,302,"",2,1,2,2,4,9,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,3,3,2,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,2,0,1,2,3,3,3,3,3,1,1,1,1,0,0,4,2,2,3,"","","",9999,9996,9996,9,2,2,9,2,3,4,2,4,1,4,4,4,4,4,2,3,0,9,0,9,0,2,2,2,3,9,3,9,3,0,0,4,3,0,0,0,0,2,2,2,0,2,2,2,0,2,2,2,2,2,2,0,1,9,0,0,0,0,1,0,9,0,9,9,7,7,2,0,7,7,7,7,7,7,7,7,7,7,7,7,"",1,1,4,"",1,"",18,"",3,0,9,1,1,1,1,1,2,3,1,2,1,3,3,1,3,3,3,3,3,1,3,3,3,9,3,3,3,3,3,3,3,9,3,3,1,3,3,2,0,"",0,7,7,7,7,7,9999,"",9996,"",2,2,2,3,9,9,9,1,"",1,2,4,3,5,5,9,2,2,2,3,3,3,3,3,4,9,4,2,2,4,4,2,1,302,"",0,5,5,5,1,5,5,0,9997,"",0,0,0,0,0,0,2,2,0,0,3,1,4,2,"",3,9999,"",8,55440,45,2,1,"",4,"",2,1,1,0,0,0,0,0,2,1,2,1,1,1,1,"KEN16",23,2,2,301,7,0.960231322425053
"26","KEN0026",2,305,"Kakamega",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,2,1,2014-11-22,56040,38,302,"",1,1,2,2,4,1,3,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,1,4,4,4,2,3,2,2,0,3,3,1,1,8,1,0,1,0,0,0,0,0,0,0,0,7,7,3,3,3,3,3,3,1,1,1,1,1,2,2,2,1,"Freedom of speech","Multiparty","",1,3,9996,3,2,2,3,2,3,3,2,3,2,2,2,4,4,4,2,2,0,0,2,0,2,2,2,2,0,1,3,9,3,0,0,1,3,3,3,0,1,2,0,0,1,2,1,2,0,0,9,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,0,2,0,7,7,7,7,7,7,7,7,7,7,7,7,"",1,1,24,"",27,"",1,"",2,0,3,1,1,1,1,1,3,5,2,3,2,3,3,1,1,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,1,3,0,3,3,2,0,"",0,7,7,7,7,7,5,"",9996,"",2,2,2,3,1,2,2,1,"",1,3,4,3,5,5,0,2,2,9,3,3,3,3,2,4,5,3,4,4,4,2,2,1,302,"",9,5,5,5,1,5,5,0,9997,"",1,0,0,1,4,0,2,2,0,1,3,1,4,2,"",3,9998,"",1,57780,29,1,1,"",4,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN16",23,2,2,301,7,0.960231322425053
