"","RESPNO","URBRUR","PROVINCE","DISTRICT","HHOLDSE1","HHOLDSE2","HHOLDSE3","HHOLDSE4","HHOLDSE5","HHOLDSE6","HHOLDSE7","PREVINT","CURRINT","CALLS","DATEINTR","STRTIME","Q1","Q2","Q3","Q4A","Q4B","Q5","Q6A","Q6B","Q7A","Q7B","Q8A","Q8B","Q8C","Q8D","Q8E","Q8F","Q9A","Q9B","Q9C","Q10","Q11","Q12","Q13","Q14A","Q14B","Q14C","Q15A","Q15B","Q15C","Q16","Q17","Q18A","Q18B","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28A","Q28B","Q28C","Q28D","Q29","Q30","Q31A","Q31B","Q31C","Q32A","Q32A_KEN","Q32B","Q32C","Q32D","Q32E","Q32F","Q32G","Q33","Q34","Q35A","Q35PT1","Q35B","Q35PT2","Q35C","Q35PT3","Q36A","Q36B","Q36C","Q37","Q38","Q39","Q40","Q41","Q42","Q43A1","Q43A2","Q43B1","Q43B2","Q43C1","Q43C2","Q44A1","Q44A2","Q44B1","Q44B2","Q44C1","Q44C2","Q45","Q46","Q47","Q48","Q49","Q50","Q51","Q52A","Q52B","Q52C","Q52D","Q53A","Q53B","Q53C","Q53D","Q54A","Q54B","Q54C","Q54D","Q54E","Q54F","Q54G","Q55A","Q55B","Q55C","Q55D","Q55E","Q55F","Q55G","Q55H","Q55I","Q55J","Q55K","Q55M","Q56A","Q56B","Q56C","Q56D","Q56E","Q56F","Q56G","Q56H","Q56I","Q56J","Q57A","Q57B","Q57C","Q57D","Q57E","Q57F","Q58A","Q58B","Q58C","Q59","Q60","Q61","Q62A","Q62B","Q63PT1","Q63PT2","Q63PT3","Q64","Q65A","Q65B","Q65C","Q65D","Q65E","Q65F","Q65G","Q65H","Q65I","Q65J","Q65K","Q66","Q67A","Q67B","Q67C","Q67D","Q68A","Q68B","Q68C","Q69A_verb","Q69A_code","Q69B_verb","Q69B_code","Q70A","Q70B","Q70C","Q70D","Q71A","Q71B","Q71C","Q71D","Q71E","Q72A","Q72B","Q72C","Q73A","Q73B","Q73C","Q73D","Q73E","Q73F","Q73G","Q74A","Q74B","Q74C","Q74D","Q74E","Q74F","Q74G","Q75A","Q75B","Q75C","Q75D","Q75E","Q76A","Q76B","Q77A","Q77B","Q78A","Q78B","Q78C","Q78D","Q79","Q80A","Q80B","Q81","Q82","Q83","Q84A","Q84B","Q84C","Q84D","Q85","Q86","Q87","Q88A_KEN","Q88B_KEN","Q88C_KEN","Q88D_KEN","Q89A_KEN","Q89B_KEN","Q90","Q91","Q92","Q93A","Q93B","Q93C","Q93D","Q93E","Q93F","Q94","Q95","Q96A","Q96B","Q97","Q98","Q99","Q99A_KEN","Q99B_KEN","Q100","Q101","ENDTIME","LENGTH","Q102","Q103","Q104","Q105A","Q105B","Q105C","Q105D","Q105E","Q106","Q108A","Q108B","Q108C","Q108D","Q108E","Q108F","Q110","Q111","Q112","Q113","Q114","Q115","Q116A","Q116B","Q116C","Q116D","Q116E","Q116F","Q116G","Q116H","Q116I","Q116J","Q116K","Q117A","Q117B","Q118","withinwt"
"1152","KEN0457",2,216,"BOMET",997,997,997,997,997,997,997,1,2,1,2005-09-07,60600,27,0,206,4,4,3,4,4,4,4,1,3,2,2,2,3,0,1,0,2,2,5,2,2,4,1,4,3,3,3,1,2,3,2,1,3,3,3,3,3,3,3,2,0,2,1,1,9,2,3,0,2,0,0,0,0,3,0,0,2,1,"FREEDOM OF EXPRESSION",1,"FREEDOM OF UNDERSTANDING ONE ANOTHER",12,"NFA",996,2,2,2,3,1,3,1,3,3,"JOHN  KOECH",3,"GEOFFREY KOSGEI",3,"MOODY AWORI",3,"LDP",2,"TWICE",3,"CITIZENS",2,2,2,1,4,2,2,4,4,2,4,2,3,1,2,3,1,4,1,2,1,3,3,1,2,1,0,1,2,1,1,1,3,3,1,2,2,1,2,1,2,2,2,2,1,3,1,1,7,2,3,3,3,3,1,2,1,1,2,7,14,3,1,1,3,1,1,2,2,3,1,1,1,3,3,3,1,1,1,1,2,3,"YES",2,"NO",2,3,4,3,4,2,7,2,3,3,7,1,7,3,2,1,2,3,2,2,7,7,7,7,7,7,7,6,7,2,2,2,1,1,2,1,3,2,1,1,206,2,3,1,3,0,2,2,3,2,1,206,2,3,2,2,3,2,7,5,2,5,1,1,0,0,0,0,0,11,1,1,0,997,206,7,7,1,2,63600,50,1,4,1,0,0,0,0,0,1,1,1,1,1,1,1,"KEN74",23,2,2,200,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.251873798
"1153","KEN1242",2,214,"MANDERA",997,997,997,997,997,997,997,2,1,1,2005-09-14,47760,22,0,210,1,5,5,1,4,4,5,0,0,0,0,1,3,0,0,0,3,2,3,4,1,1,1,4,0,2,3,1,1,2,3,2,3,3,1,4,3,4,3,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,0,1,1,1,"FREDOM",1,"FAIR GOVERNMENT",8,"EQUALITY",6,1,1,1,3,1,2,3,3,2,"MOHAMED ABNOW",2,"MOHAMED",2,"CAN'T REMEMBER",1,"NARC",3,"TWICE",3,"HIGH COURT",3,4,4,4,1,2,3,2,2,4,2,2,3,0,3,0,3,2,1,3,4,3,5,0,1,3,1,0,1,0,0,1,2,1,0,1,2,2,3,2,1,0,3,1,0,1,0,2,0,2,3,3,2,3,1,1,0,0,0,1,14,24,0,1,1,1,1,1,1,3,1,1,1,3,4,1,1,1,1,2,1,4,"YES",2,"NO",2,1,4,1,4,1,1,1,3,1,7,7,7,3,3,3,1,2,3,0,7,7,7,7,7,7,7,7,7,2,2,2,0,0,1,2,3,3,0,0,210,5,5,3,3,0,2,3,3,2,1,202,2,1,1,3,1,1,1,3,200,3,1,1,0,0,0,0,1,1,2,2,0,997,202,2,2,1,1,51300,59,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN02",29,1,2,210,8,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0.553415503
"1154","KEN0697",2,212,"MAKUENI",997,997,997,997,997,997,997,2,1,1,2005-09-14,38040,36,1,203,1,1,2,4,4,2,2,2,1,2,0,3,1,0,0,0,3,1,2,4,1,1,3,4,0,4,2,1,4,4,3,1,1,5,1,1,4,3,4,3,0,0,3,1,1,4,4,0,3,1,2,1,0,3,0,0,2,1,"FREEDOM AND OPPORTUNITY TO ACCESS BASIC NECESITY",5,"HIGH PURCHASING POWER OF THE CITIZENRY",5,"NFA",996,2,1,2,3,1,3,2,4,4,"KALEMBE",3,"KIMUNDUU",3,"MOODY",3,"LDP",2,"TWICE",3,"KIRAITU",2,2,3,3,2,1,5,5,2,4,2,4,0,0,2,1,4,5,4,4,3,4,3,2,2,2,1,0,0,9,0,0,1,3,3,1,2,3,3,3,2,1,3,3,3,1,0,0,1,0,0,3,3,3,1,2,1,1,3,9,20,14,1,1,1,1,2,2,3,3,1,1,3,3,3,2,2,1,1,3,2,3,"YES",2,"DK",9,1,4,9,3,1,1,1,3,2,7,7,7,3,3,3,1,3,0,3,7,7,7,7,7,7,7,4,2,2,2,2,3,3,2,2,3,3,1,1,203,4,2,2,2,0,1,1,1,0,1,202,3,1,3,1,1,1,0,5,4,5,1,1,0,1,0,0,3,-1,0,1,0,997,202,2,2,17,1,42240,70,1,4,4,1,0,1,0,0,0,1,1,1,1,1,1,"KEN53",29,1,1,203,9,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.162581576
"1155","KEN1240",2,214,"MANDERA",997,997,997,997,997,997,997,1,2,1,2005-09-16,36600,30,0,210,1,1,1,1,1,3,3,3,4,4,3,4,4,0,0,0,4,2,1,4,1,1,1,0,0,0,0,0,9,9,4,1,1,1,1,1,3,2,4,0,0,0,0,1,1,1,3,2,0,0,1,0,2,3,3,3,2,3,"DK",999,"NFA",996,"NFA",996,4,1,1,9,1,4,2,3,2,"SHABAAN",3,"DK",9,"DK",9,"DK",9,"DK",9,"DK",9,2,9,9,9,2,2,2,9,9,9,9,3,9,9,3,2,4,3,4,3,2,1,9,2,2,1,1,1,0,0,2,9,9,9,1,2,2,2,2,3,2,2,2,0,3,0,7,7,7,3,3,3,3,2,3,1,0,0,8,17,16,1,1,1,1,1,1,1,3,1,1,1,9,4,1,1,1,1,3,2,2,"YES",2,"NO",2,1,4,1,4,1,1,1,3,1,7,7,7,3,3,3,2,3,3,0,7,7,7,7,7,7,7,7,7,7,7,7,0,0,9,9,3,3,0,0,828,4,5,3,3,0,3,3,3,1,0,997,7,9,9,9,9,9,7,0,200,2,0,0,0,0,0,0,0,0,2,2,0,997,206,9,7,1,2,39780,53,1,210,3,0,0,0,0,0,2,1,1,1,1,1,1,"KEN02",29,1,2,210,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553415503
"1156","KEN0215",2,211,"KILIFI",997,997,997,997,997,997,997,1,2,2,2005-09-08,53400,43,1,216,3,2,2,4,4,9,9,3,1,2,1,4,4,0,0,1,2,2,2,4,4,2,2,1,0,0,3,1,2,3,4,1,1,2,1,1,4,4,4,3,2,0,2,1,1,3,3,1,0,3,0,0,0,3,2,0,2,3,"DK",999,"NFR",996,"NFR",996,4,1,1,3,2,2,2,4,9,"JOE KHAMISI",3,"JUMWA",3,"MOODY AWORI",3,"DK",9,"5",2,"HIGH COURT",3,1,1,1,2,2,2,2,9,9,4,4,0,3,9,0,4,4,9,5,2,2,2,3,9,2,9,1,1,9,1,1,2,9,9,1,1,9,9,9,1,1,2,0,0,0,7,7,7,7,0,3,3,3,1,2,0,0,0,14,7,4,0,2,2,2,2,2,2,3,2,2,9,3,3,2,3,3,9,3,2,2,"YES",2,"NO",2,2,4,3,4,2,1,3,3,3,7,7,7,3,3,3,2,3,3,0,7,7,7,7,7,7,7,2,2,2,2,2,3,3,1,1,3,3,0,0,806,4,5,0,3,0,2,1,1,1,1,-1,-1,3,9,9,9,1,0,5,200,6,1,0,0,0,0,0,2,20,0,0,1,20,998,9,7,1,2,56880,58,1,4,1,0,0,0,0,0,1,1,1,1,1,1,1,"KEN32",26,1,2,209,8,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1.095621548
"1157","KEN0970",2,210,"KIAMBU",997,997,997,997,997,997,997,1,2,1,2005-09-12,48300,44,1,200,3,3,3,4,4,4,4,0,0,0,0,0,3,0,0,0,4,1,1,4,4,3,3,4,4,0,3,1,2,4,4,1,1,1,1,1,1,1,4,2,0,0,2,1,1,4,4,0,0,0,0,0,0,0,0,0,7,3,"DK",999,"NFA",996,"NFA",996,5,1,1,3,4,4,4,4,1,"PAUL MIUTE",3,"MUNGAI",2,"MOODY AWORI",3,"DK",9,"AS MANY TIMES",2,"PRESIDENT",2,1,3,4,4,1,1,1,4,4,4,4,3,3,1,0,4,4,4,4,4,4,4,3,1,3,0,3,0,3,1,3,3,3,3,9,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,3,3,2,1,2,0,0,1,18,3,996,2,4,9,4,3,3,4,4,3,3,4,4,1,2,2,3,2,4,2,2,"YES",2,"YES",1,1,4,1,4,3,3,3,4,4,7,7,7,0,0,0,0,3,0,0,7,7,7,7,7,7,7,2,2,2,2,2,0,0,2,2,3,3,0,0,200,1,1,0,5,0,3,3,3,3,1,201,3,2,2,9,4,1,2,3,3,5,1,1,1,0,0,0,1,14,1,3,0,997,201,1,7,5,2,52500,70,1,200,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN63",26,2,1,200,8,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1.176131786
"1158","KEN1276",2,214,"WAJIR",997,997,997,997,997,997,997,1,2,1,2005-09-28,63000,57,1,210,2,1,2,1,2,3,3,2,4,3,2,4,7,0,0,0,4,1,3,4,1,1,1,3,0,0,1,1,9,9,2,2,2,1,3,3,3,2,4,2,0,0,0,3,7,3,2,1,0,0,0,0,0,2,0,0,2,2,"DK",999,"NFR",996,"NFR",996,1,1,1,9,2,3,2,2,3,"AHMED",3,"OSMAN",3,"DK",9,"DK",9,"FIVE",2,"PRESIDENT",2,9,9,9,9,2,2,2,2,4,4,4,1,2,2,3,4,3,2,3,3,2,1,0,1,1,0,0,2,3,0,2,1,9,9,2,2,2,2,3,3,9,9,1,0,2,1,7,2,2,3,3,3,2,2,9,9,9,9,8,13,17,0,2,1,2,1,3,3,3,1,1,1,2,2,1,1,3,1,2,2,2,"DK",9,"DK",9,2,3,1,4,1,7,7,3,3,7,3,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,4,2,9,9,9,9,3,3,0,1,210,5,9,3,3,0,2,1,1,0,0,997,7,9,9,9,9,2,7,0,11,6,1,0,0,0,0,0,0,201,1,2,0,997,206,2,2,1,2,67260,71,1,4,4,0,0,0,0,0,2,1,1,1,1,1,1,"KEN02",29,1,2,210,8,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0.553415503
"1159","KEN1256",1,214,"WAJIR",997,997,997,997,997,997,997,1,2,1,2005-09-20,43440,38,1,210,1,1,9,1,1,9,9,1,0,0,0,2,9,0,0,0,2,2,3,2,2,2,2,0,0,0,0,0,4,4,3,3,2,5,3,3,2,3,3,1,0,0,0,1,6,1,1,1,0,0,0,0,0,0,0,0,7,2,"DK",999,"NFA",996,"NFA",996,3,2,2,3,2,3,2,3,2,"AHMED M KHALIF",3,"SIYAD MOHAMMED",3,"DK",9,"DK",9,"DK",9,"DK",9,9,2,9,9,2,2,2,4,4,4,4,1,1,0,0,4,4,4,4,4,4,4,3,3,0,0,2,0,3,3,3,3,9,9,0,1,1,1,1,1,1,1,0,0,7,7,7,0,7,1,3,3,3,2,2,0,0,0,9,3,6,9,1,1,1,1,3,3,3,3,3,3,3,2,1,1,3,1,9,9,9,"DK",9,"YES",1,1,3,2,3,2,3,2,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,3,3,9,9,3,3,0,0,210,5,5,2,1,0,2,2,2,2,0,997,7,9,9,9,9,9,9,2,200,1,0,1,0,0,0,0,4,6,1,1,0,997,999,2,2,1,2,47400,66,1,210,1,0,0,0,0,0,1,1,2,2,2,2,2,"KEN03",28,1,1,210,8,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.826572389
"1160","KEN1249",1,214,"WAJIR",997,997,997,997,997,997,997,0,2,1,2005-09-20,33600,20,0,210,9,4,3,3,3,5,4,0,0,0,0,4,9,0,0,0,3,9,9,9,5,9,4,0,0,0,1,0,4,2,3,3,2,2,3,3,2,3,3,1,0,0,0,6,7,1,1,1,0,0,0,0,0,0,0,0,7,2,"DK",999,"NFA",996,"NFA",996,9,9,2,9,2,9,2,3,2,"MOHAMED KHALIF",3,"SIYAD MOHAMMED",3,"DK",9,"DK",9,"DK",9,"DK",9,1,9,9,9,2,2,2,4,4,4,4,0,0,0,0,4,4,4,4,4,4,4,3,3,2,2,2,0,3,3,3,9,9,9,0,0,9,9,9,9,9,9,9,9,7,7,7,0,7,0,3,3,3,2,2,9,0,0,999,996,996,9,3,9,2,1,9,3,9,3,3,9,9,2,3,3,3,3,3,3,3,"YES",2,"DK",9,1,3,1,3,1,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,9,9,9,9,3,3,0,0,210,1,5,3,1,0,3,3,3,0,0,997,7,1,1,9,1,2,7,0,200,1,0,0,0,0,0,0,2,6,0,0,0,997,999,2,2,999,2,37500,65,1,210,1,0,0,0,0,0,2,1,1,1,1,2,2,"KEN03",28,1,1,210,8,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0.826572389
"1161","KEN1246",2,214,"MANDERA",997,997,997,997,997,997,997,1,2,1,2005-09-14,51600,22,0,210,4,4,4,1,1,9,9,0,0,0,0,1,0,0,0,0,3,2,3,3,4,1,1,2,0,0,0,0,4,2,3,2,3,3,2,3,2,2,2,2,2,0,0,1,1,1,3,1,0,2,0,0,0,1,0,0,1,3,"DK",999,"NFA",996,"NFA",996,2,2,2,1,3,2,3,3,3,"BILLOW KERROW",3,"BARE HASSAN",3,"DK",9,"DK",9,"4 TIMES",2,"DK",9,3,2,2,2,2,3,2,2,4,2,4,2,9,9,2,5,4,4,4,4,4,4,2,1,0,1,1,1,1,1,1,0,0,0,0,0,9,9,9,9,9,9,9,9,0,0,0,0,0,0,3,3,3,2,2,2,1,1,3,14,13,1,2,1,1,1,1,3,3,3,3,3,3,2,1,1,1,1,2,2,2,"YES",2,"NO",2,1,3,1,3,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,3,3,0,0,3,3,0,0,210,3,5,3,2,0,2,2,1,0,1,206,1,2,3,3,2,1,2,3,200,4,1,1,0,0,0,0,3,20,1,1,0,997,206,2,2,1,2,55800,70,1,1,1,0,0,0,0,0,1,2,2,2,2,2,2,"KEN03",28,1,1,210,8,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0.553415503
"1162","KEN1222",2,214,"GARISSA",997,997,997,997,997,997,997,2,1,1,2005-09-10,65580,44,1,210,1,2,1,2,2,1,1,1,2,2,2,4,4,0,2,1,2,2,2,3,2,2,1,4,0,0,3,2,2,2,3,3,1,1,1,1,1,4,4,3,2,2,2,1,1,4,4,1,3,3,3,0,0,3,0,0,2,1,"GOVERNMENT OF THE PEOPLE BY THE PEOPLE",2,"PEOPLE TO HAVE FREEDOM OF SPEECH AND WORSHIP",1,"FREEDOM TO CHOOSE YOUR LEADERS",3,2,1,1,3,1,4,1,4,1,"ABDULLAH DAHIR",3,"ISSA SIRAJ",3,"MOODY AWORI",3,"NARC",3,"TWICE",3,"PRESIDENT",2,1,2,2,3,1,1,1,5,4,4,4,1,1,0,0,4,4,4,5,4,2,2,0,0,2,2,0,3,3,0,2,2,0,3,1,1,1,1,1,2,1,1,0,0,1,0,2,0,2,0,3,3,3,1,2,1,1,3,14,20,17,1,1,1,1,1,1,1,3,2,1,1,3,1,1,1,3,1,2,3,3,"YES",2,"NO",2,1,3,1,3,2,2,2,3,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,7,2,3,3,1,1,3,3,0,0,210,5,5,3,3,0,3,3,2,2,1,206,3,1,1,3,1,1,2,4,200,4,1,1,0,0,0,0,3,16,1,1,0,997,206,2,2,14,1,69420,64,1,1,3,0,0,0,0,0,0,1,1,1,1,1,1,"KEN03",28,1,1,210,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553415503
"1163","KEN1218",2,214,"GARISSA",997,997,997,997,997,997,997,1,2,2,2005-09-10,61200,36,0,210,4,4,1,1,4,4,4,1,2,3,3,4,3,0,0,0,2,2,3,2,1,1,1,1,0,0,1,1,2,4,3,3,3,2,3,3,2,2,3,1,2,0,0,1,6,1,1,1,0,0,0,0,0,0,0,0,7,3,"DK",999,"NFA",996,"NFA",996,2,1,1,9,2,3,2,3,2,"ABULLAHI",3,"ISSA SIRAJ",3,"DK",9,"DK",9,"DK",9,"DK",9,2,9,9,9,2,2,2,4,4,4,4,1,0,0,0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,9,9,9,9,0,9,9,9,1,9,2,0,7,0,0,0,0,0,3,3,3,2,2,1,2,2,999,996,996,7,2,1,1,1,3,2,2,3,2,2,3,2,1,1,4,4,3,3,2,"YES",2,"NO",2,1,3,1,3,1,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,9,9,7,2,2,3,1,1,3,0,2,2,210,5,5,0,3,1,3,3,3,3,0,997,7,1,9,9,9,1,2,0,200,1,0,0,0,0,0,0,0,24,1,0,0,997,999,9,7,1,2,65040,64,1,210,4,1,0,0,0,0,1,1,1,2,1,1,2,"KEN03",28,1,1,210,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553415503
"1164","KEN1244",2,214,"MANDERA",997,997,997,997,997,997,997,1,2,1,2005-09-14,42300,28,0,210,9,4,9,9,3,9,9,2,4,0,0,1,0,1,1,1,2,2,3,9,1,1,1,0,0,0,0,0,3,9,9,3,3,2,9,9,2,3,3,1,0,0,0,1,1,2,2,9,0,0,0,0,0,0,0,0,7,3,"DK",999,"NFA",996,"NFA",996,9,2,9,9,2,9,9,9,9,"BILLOW KEROW",3,"DK",9,"DK",9,"DK",9,"DK",9,"DK",9,4,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,2,9,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,0,0,1,3,3,3,2,9,9,9,9,999,996,996,7,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,"-1",9,"-1",9,3,3,3,3,3,3,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,9,9,9,9,9,9,9,9,210,2,9,9,3,9,3,3,2,1,0,997,7,9,9,9,9,2,9,0,200,1,0,0,0,0,0,0,0,1,1,1,0,997,999,9,7,999,2,45600,55,1,210,1,0,0,0,0,0,3,2,3,2,3,2,2,"KEN03",28,1,1,210,8,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0.553415503
"1165","KEN0105",1,213,"NAIROBI",1,3,997,997,997,997,997,0,1,1,2005-09-17,42660,21,0,200,3,4,4,3,3,4,4,0,0,0,0,2,7,4,0,0,4,3,3,5,3,3,3,4,4,4,3,2,5,5,1,1,1,5,1,1,5,5,4,1,0,0,0,5,7,1,1,0,0,0,0,0,0,0,0,0,7,1,"FREEDOM OF SPEECH",1,"RIGHT TO VOTE",3,"EQUALITY",6,1,1,1,3,1,5,1,4,2,"FRED GUMO",3,"DK",9,"UNCLE MOODY",3,"NARC",3,"2",3,"HIGH COURT",3,3,2,3,4,1,2,1,4,4,5,5,0,2,1,1,4,4,4,4,4,2,4,2,2,2,2,1,1,1,0,1,2,1,2,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0,3,3,3,2,2,9,0,0,3,1,21,0,3,2,2,2,1,3,3,3,2,1,3,1,2,2,3,2,4,2,9,"YES",2,"NO",2,1,4,1,4,3,7,2,9,9,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,2,2,3,2,3,3,0,0,3,3,0,0,200,3,3,9,5,0,1,1,1,1,1,201,2,1,1,3,2,1,0,7,2,5,1,0,0,1,0,0,0,23,0,0,1,6,201,2,2,8,1,46680,67,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN20",31,2,2,205,9,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.6566475
"1166","KEN0135",1,213,"NAIROBI",997,997,997,997,997,997,997,2,1,1,2005-09-18,52260,46,1,201,4,4,4,2,2,4,5,0,0,0,0,0,0,3,0,0,4,4,4,5,3,2,3,4,4,4,3,2,5,5,1,1,1,5,1,1,5,5,4,1,0,2,0,1,1,1,2,1,0,0,0,0,0,0,0,2,1,1,"POPULAR RULE",2,"GOOD GOVERNANCE",8,"PERSONAL FREEDOMS",1,1,1,1,3,1,5,5,4,5,"ODINGA",3,"DK",9,"MOODY AWORI",3,"NARC",3,"2",3,"HIGH COURT",3,2,3,3,4,1,1,1,3,5,5,5,0,2,1,1,4,4,4,3,3,2,1,1,1,1,1,1,2,1,0,0,1,1,1,2,1,2,1,1,3,3,3,0,1,0,0,1,0,0,0,3,3,3,5,2,2,0,0,3,5,1,0,2,1,2,2,1,3,3,2,2,1,3,1,2,3,3,2,3,4,9,"YES",2,"NO",2,1,4,1,4,2,2,2,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,2,2,4,2,0,1,0,0,3,3,0,1,201,3,3,1,3,0,1,1,1,1,1,202,3,1,1,3,1,1,2,8,2,5,1,1,1,0,0,1,4,18,0,0,1,7,998,2,2,8,1,56280,67,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN20",31,2,2,205,9,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0.6566475
"1167","KEN0136",1,213,"NAIROBI",997,997,997,997,997,997,997,1,2,1,2005-09-18,57060,40,0,204,3,3,3,3,3,2,3,0,0,0,0,0,0,4,1,0,4,2,3,3,3,2,3,3,4,4,3,2,2,5,2,1,1,5,1,1,3,2,3,2,0,2,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,"FREEDOM OF SPEECH",1,"RIGHT TO VOTE",3,"NFR",996,1,1,1,2,1,3,2,4,2,"RAILA",3,"DK",9,"AWORI",3,"NARC",3,"2",3,"PARLIAMENT",2,2,3,3,3,1,1,1,4,4,5,5,0,2,1,1,4,3,4,3,3,2,3,2,1,2,9,2,1,1,0,0,2,1,1,1,1,1,1,1,3,2,2,0,0,7,0,0,0,0,0,3,3,3,1,3,2,0,0,3,8,21,1,3,2,2,2,1,3,4,2,1,1,3,1,3,3,3,2,4,3,9,"YES",2,"NO",2,1,4,1,4,1,2,2,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,2,2,4,2,3,3,1,1,3,3,1,1,204,3,3,0,4,0,1,1,1,1,0,997,7,1,9,9,2,1,9,6,4,5,1,1,1,0,0,0,4,18,0,0,1,10,999,2,2,19,2,61800,79,1,1,1,0,0,0,0,0,0,1,1,1,2,1,1,"KEN20",31,2,2,205,9,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0.6566475
"1168","KEN0110",1,213,"NAIROBI",1,997,997,997,997,997,997,1,2,1,2005-09-17,48000,40,0,203,3,3,3,2,3,4,4,0,0,0,0,0,0,4,0,0,4,3,3,5,3,3,3,4,4,4,3,2,2,5,1,1,1,5,1,1,5,5,4,2,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,"FREEDOM OF EXPRESSION",1,"FREE AND FAIR ELECTIONS",3,"NFR",996,1,1,1,3,1,5,5,4,5,"GUMO",3,"DK",9,"MOODY AWORI",3,"NARC",3,"2",3,"PARLIAMENT",2,2,3,2,3,1,2,1,4,4,5,4,0,2,1,1,4,4,4,4,3,2,3,2,2,2,2,1,1,1,0,0,2,2,2,1,1,2,1,2,3,3,3,0,0,1,0,0,0,0,0,3,3,3,2,2,0,0,0,3,1,5,1,3,2,2,2,2,2,3,2,2,1,3,1,2,2,3,2,4,1,9,"YES",2,"NO",2,1,4,1,4,2,2,2,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,2,2,4,2,3,3,1,1,3,3,0,0,203,4,4,9,5,0,1,1,1,1,0,997,7,1,9,9,1,1,9,6,3,5,1,1,1,0,0,1,0,16,0,0,1,11,999,2,2,21,2,51960,66,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN20",31,2,2,205,9,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.6566475
